-76.6814,39.2177,-76.2833,43.2843
-76.2039,39.3052,-75.732,44.0878
-75.5639,38.7791,-74.431,39.8172
-75.6231,39.8187,-75.1424,43.0994
-75.1223,39.924,-74.7426,40.9246
-74.4441,39.9949,-73.8933,40.7269
-74.6763,40.7317,-73.9214,43.4556
-73.9022,40.7356,-72.715,41.1519
-73.8589,41.1714,-73.0442,44.3931
-72.9027,41.2569,-70.7858,41.7714
-72.6297,41.772,-70.0239,42.1944
-72.9825,42.2639,-71.5145,44.5284
-71.3622,42.2117,-70.9719,42.7848
-71.4983,43.0754,-69.2608,44.0894
-71.2176,44.3081,-67.6155,47.3553
